Name,ID,Preferred Address City,Preferred Address State Code
"Kersten-Miller, LLC",3252,21042,
"Keystone Clinical Studies, LLC",4214,Norristown,PA
Kiev City Clinical Oncology Centre,4103,Kiev,.
"Kingfisher Cooperative, LLC",5587,Spokane,WA
King's College Hospital,4049,Denmark Hill,London
Kingshill Research Centre,5477,Swidon,
"Kinston Medical Specialists, PA",5081,Kinston,North Carolina
KK Women's and Children's Hospital,3308,,
KLAIPEDA RED CROSS HOSPITAL,2836,KLAIPEDA,
Klinische Forschung Gruppe Nord,4104,Hamburg,.
Klinische Forschung Management & Services GmbH,3193,Hamburg,Hamburg
KO-MED Centra Kliniczne Sp. z o.o.,3187,Pulawy,Lubelskie
Konkuk University Medical Center,4182,Seoul,
"Kootenai Heart Clinics, LLC",3362,Coeur d Alene,ID
Korea University Anam Hospital,3309,Seoul,
KRA-CRO / KYTE Research Associates,2478,Brooklyn,NY
Krakowskie Centrum Medyczne,3196,Krakow,Krakow
Kristen,6028,Palm Harbor,FL
"Kvinnokliniken, Danderyds sjukhus",3310,Borl's,
KWONG WAH HOSPITAL,2837,HONG KONG,
"Kyiv Railway Clinical Hospital #2 of branch ""Health center"" of t",5733,Kyiv,
Kyiv Regional Medical Incorporation “Psychiatry”. Center of Novel Treatment and Rehabilitation of Psychotic disorders,3429,Kiev,N/A
Kyowa Kirin,5523,Princeton,NJ
L & L Research Choices,5080,Miami,Florida
Ladulaas Clinical Trials (Ladulaas AB),3166,Borås,Västra Götalandsregionen
Lafayette General Medical Center,5567,Lafayette,LA
LAGHOUAT HOSPITAL,2838,LAGHOUAT,
Lakeland Clinical Trials,2769,Rotorua,Bay of Plenty
Lakeside Business Development Services,5463,Crystal,MN
Lakeside Healthcare Group,5573,Corby,Northants
"Lakeview Clinical Research, LLC",5491,Guntersville,AL
Lancashire Care NHS Foundation Trust,4066,Bamber Bridge,Preston
Lancashire Teaching Hospitals NHS Foundation Trust,3781,Preston,Lancashire
Lane Dermatology & Dermatologic Surgery,6059,Columbus,GA
LaPorte County Institute for Clinical Research,3174,Michigan City,Indiana
Latin Clinical Trial Center,2479,San Juan,Puerto Rico
Lawson Health Research Institute,3253,London,Ontario
Layrek Clinical Research,4228,Tulsa,OK
Lazarex Cancer Foundation,5512,Danville,CA
Leading Technology Group,3426,Kew,Victoria
Leeds Teaching Hospital Trust,3774,Leeds,West Yorkshire
Lehigh Center for Clinical Research,2455,Allentown,PA
Leibowitz LLC,5895,West Conshohocken,PA
Lenox Hill Hospital,4633,,
Levine Cancer Institute,5935,Charlotte,NC
Lewisham and Greenwich NHS Trust,3770,London,South London
Lexington Biomedical Research Institute,3532,Lexington,KY
LexMedica,3813,KOJETANY,
Lifeline Screening,5853,Austin,TX
Lillestol Research,5928,Fargo,ND
Lind Medical Research,6120,Santa Isabel,PR
Linear Clinical Research,3692,Nedlands,WA
Lismore Base Hospital,5961,Lismore,
Liverpool and Macarthur Cancer Therapy Centres and Ingham Institute,4198,New South Wales,
Liverpool Women's NHS Foundation Trust,3968,Liverpool,Merseyside
LMC Diabetes & Endocrinology (Thornhill),2605,Thornhill,Ontario
LMC Diabetes & Endocrinology (Bayview),2604,Toronto,Ontario
LMC Diabetes & Endocrinology (Brampton),2608,Brampton,Ontario
LMC Diabetes & Endocrinology (Etobicoke),2607,Etobicoke,Ontario
LMC Diabetes & Endocrinology (Oakville),2606,Oakville,Ontario
LMC Diabetes & Endocrinology (Thornhill),4425,Thornhill,Ontario
LMC Manna Research,6082,Toronto,ON
Logos Clinical Research,6008,Houston,TX
Loma Linda Veterans Association for Research,3558,Loma Linda,CA
Lona Medic Kft.,4038,Oroshaza,
London North West Healthcare NHS Trust,3760,London,North West London
"Long Beach Clinical Trials, LLC",3941,Long Beach,California
"Long Island Gastrointestinal Research Group,LLP",4440,Great Neck,New York
Long Island Jewish Medical Center,4634,,
Longwood Research,2432,Huntsville,AL Alabama
Los Robles Hospital & Medical Center,2887,Thousand Oaks,CA
LOUISIANA STATE UNIVERSITY HEALTH SCIENCE CENTER,2841,SHREVEPORT,LA
Louisiana Veterans Research and Education Corporation,3543,New Orleans,LA
Lowercountry Center for Veterans Research,6118,Charleston,SC
LSK Global PS,5683,Seoul,
LSU Health Shreveport,5730,Shreveport,LA
LTD High technology Hospital Medcenter,5962,Batumi,
Lucas Research. Inc.,5774,Morehead City,NC
Luminous Clinical Research LLC,6031,Miami,FL
Lutheran Hospital-Research Department,4250,Fort Wayne,IN
Luxembourg Institute of Health,4106,Strassen,.
Lyell McEwin Hospital Dept of Cardiology,3032,Elizabeth Vale,South Australia
Lynn Health Science Institute,2587,Oklahoma City,OK
Lynn Institute of Denver,5367,,
Lynn Institute of Norman,5368,,
Lynn Institute of Stillwater,5583,Stillwater,OK
Lynn Institute of the Ozarks,5369,,
Lynn Institute of the Rockies,5370,,
MAC CLINICAL RESEARCH,3725,Blackpool,LAN
MACH CRA,6016,Montreal,QC
Mackay Memorial Hospital,3848,Taipei City,
Macquarie University,2917,Sydney,NSW
MACRO Trials,5930,Beverly Hills,CA
Magnolia OB/GYN Research Center,3214,Myrtle Beach,South Carolina
Manhattan Medical Research,3670,New York,NY
MANZONI HOSPITAL,2842,"LECCO, LC",
"Marion Ob/Gyn, Inc",6123,Marion,OH
"Marquez Clinical Site Partners, LLC",2597,Miami,Florida
Martin Foot and Ankle Clinical Trials,2907,York,PA
Mary Crowley Cancer Research,4268,Dallas,TX
"Maryland Oncology Hematology, PA",5494,Rockville,MD
"Masters of Clinical Research, Inc.",5565,Augusta,GA
Mater Hospital,3651,North Sydney,New South Wales
Mayo Clinic,3254,Scottsdale,Arizona
"MAZUMDAR SHAW CANCER CENTRE, NARAYANA HEALTH",2843,DODDABALLAPUR,BANGALORE
"MC """"Comac Medical""""",4925,Sofia,
"MC""""Comac Medical""""",3183,Sofia,NA
MCB Clinical Research Center,3746,Colorado Springs,CO
McFarland Clinic PC,3128,Ames,Iowa
McGuire Research Institute,3553,Richmond,VA
McLaren Health Care,5921,Auburn Hills,MI
MCM Malopolskie Centrum Medyczne,3814,Kraków,
MD Anderson,5842,Houston,TX
MD ANDERSON CANCER CENTER,2844,PEARLAND,TX
"MD Clinical Trials, Inc.",2720,Pembroke Pines,FL
MDFirst Research,4261,Lancaster,SC
MDX Research,6004,Timisoara,Timis
"Med Clinical Research Partners, LLC",5786,East Orange,NJ
Med Research of Florida LLC,3024,,FL
"MedaPhase, Inc.",3078,Newnan,GA
MEDIC MEDICAL CENTER,2845,HO CHI MINH,
Medical & Behavioral Health Research,3650,New York,NY
Medical Affiliated Research Center,5591,Huntsville,AL
Medical Arts Health Research,5500,Penticton,BC
Medical Associates Research Group,2731,San Diego,CA
Medical Center ‘OkClinic’ of International Institute of Clinical Studies LLC,3838,Kyiv,no
Medical Center CMP,5776,Piaseczno,
Medical Center Hera EOOD,5739,Sofia,
Medical Corporation Seiwakai Hayakawa Clinic,3311,China,
"Medical Network Marek Woynarowski, Jarosław Kierkuś Spółka jawna",5798,Warsaw,
Medical Oncology Associates,4187,Spokane,WA
Medical Research Network,3732,IL,
"Medical Research South, LLC",2620,Charleston,South Carolina
Medical Sanitary Center Motor Sich JSC,3312,Xapki3,
"Medical University of Innsbruck, Department for Gy",5043,Innsbruck,
Medical University of South Carolina,5822,Charleston,SC
Medical University of South Carolina,3313,,N.C
"Medication Management, LLC",5691,Greensboro,NC
Medicine Clinics,3392,Memphis,TN
MedicMental,3190,Wroclaw,Wroclaw
Medicover Integrated Clinical Services,5735,Gdansk,
Medidata Solutions,3351,New York,New York
MeDiNova,4230,England,
MediSearch Clinical Trials,3583,St. Joseph,MO
Medispect Medical Research,2509,Boone,NC
"MediSphere Medical Research Center, LLC, AMR",4342,,
MediSync Clinical Research,2481,Cincinnati,OH
Medix,5794,Scottsdale,AZ
Medpace,3370,Cincinatti,Ohio
"MedPharmics, LLC",3017,Metairie,LA
MedPoint Digital,5802,Evanston,IL
Medrio,5557,San Francisco,CA
MedSource,5836,Delmar,MD
MedSource Polska sp. z o.o.,5743,Gdańsk,Pomorskie
"MedTrials, Inc.",5911,Dallas,TX
Medtronic,5615,Bloomfield Hills,MI
Medway NHS Foundation Trust,3768,Gillingham,Kent
Medycyna Kliniczna,5487,Warszawa,Kujawsko - Pomorskie
Melbourne Children’s Trials Centre (MCTC),2920,Parkville,Victoria
Melbourne Health,3155,Grattan Street,VIC
Melita Medical Sp. z .o.o.,4139,Wroclaw,PL
Memorial Healthcare System,5595,Hollywood,FL
Memorial Sloan Kettering Cancer Center,5442,New York,NY
Memory Center/Hattiesburg Clinic,3349,Hattiesburg,MS
MERC Research Inc,6034,Middelburg,
Mercer University School of Medicine,3086,,GA
Merck,2892,Whitehouse Station,NJ
Merck Sharp & Dohme (Australia) Pty Limited,5579,"Macquarie Park, NSW",
Merck Sharp & Dohme Taiwan,3850,Taipei City,
"Mercury Clinical Research, Inc.",5471,Houston,TX
Mercy Health,3098,Toledo,OH
Mercy Research,4208,Chesterfield,MO
"Merge Healthcare, an IBM Company",3202,,
"Meridian Clinical Research, LLC",3461,Omaha,NE
"Meridien Research, Inc.",2939,St. Petersburg,Florida
"Meridien Research, Inc. - Bradenton",4787,,
"Meridien Research, Inc. - Brooksville",4788,,
"Meridien Research, Inc. - Lakeland",4789,,
"Meridien Research, Inc. - St Petersburg",4790,,
Meriter Wisconsin Heart,2580,Madison,WI
MERJAN TEACHING HOSPITAL,2846,BABYLON,
METHODIST HOSPITAL BROOKLYN NY,2847,MANHASSET,NY
Metroplex Clinical Research Center,3255,Dallas,Texas
Metropolitan Detroit Research and Education Foundation,3519,Detroit,MI
MHTP Clinical Trials Centre,3640,Clayton,Victoria
Miami Children's Hospital,3256,Miami,FL
Miami Clinical Research (BE BUSINESS SMART INC),3723,MIAMI,FL
Miami Clinical Research Corp,5434,miami,Florida
"MIAMI DADE MEDICAL RESEARCH INSTITUTE, LLC",3735,Miami,Fl
Miami Valley Hospital,2530,Dayton,OH
"Miaoli General Hospital, Minisitry of Health and Welfare",3851,Miaoli County,
Michigan Avenue Internists - Radiant Research,4611,Chicago,Illinois
Michigan CardioVascular Institute,4328,Saginaw,Michigan
Michigan Institute for Clinical and Health Research (MICHR) - University of Michigan,3082,Ann Arbor,MI
Michigan Institute of Urology,4523,Troy,Michigan
"Mid Hudson Medical Research, PLLC",3714,New Windsor,New York
Mid North Coast Local Health District,5611,Coffs Harbour,NSW
Middle Tennessee Research Institute,3542,Nashville,TN
Middlemore Clinical Trials,3116,Papatoetoe,Auckland
Mid-Jersey Orthopaedics,5388,,
MidMichigan Medical Center,3028,Midland,MI
Midwest Biomedical Research Foundation,3530,Kansas City,MO
Midwest Clinical Research Center,3904,Dayton,OH
Midwest Heart & Vascular Specialists,5648,Leawood,KS
Midwestern Regional Medical Center,3257,Zion,Illinois
"Miguel Sosa Padilla, MD",3885,San Juan,PR
Mile High Primary Care - Radiant Research,4618,Aurora,Colorado
MILITARY CLINICAL HOSPITAL,2848,WROCLAW,
MILITARY INSTITUTE OF MEDICINE,2849,WARSAW,
Millennium Clinical Trials L.L.C.,2616,Arlington,VA
Mills Clinical Research,2711,Los Angeles,CA
Milwaukee VAMC,5666,Milwaukee,WI
Minden Family Practices,3940,Bury,Greater Manchester
Mindful Medical Research,5469,San Juan,PR
Ministry of Health and Welfare KinMen Hospital,3852,Kinmen County,
Minneapolis Clinic of Neurology,3097,Golden Valley,MN
Minneapolis Heart Institute Foundation,5849,Minneapolis,MN
"Minnesota Gastroenterology, PA",3021,Plymouth,MN
Minnesota Veterans Medical Research and Education Foundation,3540,Minneapolis,MN
Mir Neurology,5650,Hagerstown,MD
Missouri Cardiovascular Specialists,3047,Columbia,Missouri
Modern Research Center,5681,Scottsdale,AZ
Moffitt Cancer Center,5814,Tampa,FL
"Mohammed Allaw, MD - Radiant Research",4604,Evansville,Indiana
Monash Health,3125,Clayton,Vic
Monash Lung and Sleep,3138,Clayton,VIC
"Montana Medical Research, Inc",3580,Missoula,MT
Montefiore,5852,Bronx,NY
Monument Health Clinical Research,2565,Rapid City,SD
"MOORE Clinical Research, Inc.",4155,Brandon,FL
Moorfields Eye Hospital NHSFT,3910,London,Greater London
Moradi MD,4110,Vista,CA
Mount Clinical Trials,3066,perth,WA
Mount Sinai,3063,New York,NY
MOUNT SINAI HOSPITAL,2850,MONTREAL,QC
Mount Vernon Medical Practice - RxTrials Partner,4511,New Rochelle,New York
Mountain Home Research & Education Corporation,3541,Mountain Home,TN
"Mountain View Clinical Research, Inc.",3730,Denver,CO
MSC-Dr.Hilton & Partner,3632,Duesseldorf,NRW
MSD,5960,Rangiora,Canterbury
"MSHA, Department of Research",3165,Johnson City,TN
mstest org site,5847,,
MTZ Clinical Research Sp. z o.o.,3656,Warsaw,Mazovian
MultiCare Health System,3446,Tacoma,WA
MultiCare Institute for Research & Innovation,5755,Tacoma,WA
Municipal Non-Profit Enterprise “Consulting and Diagnostic Centre”of Desnyansky District of the City of Kyiv.,3617,Kyiv,Kyiv
Myoderm,3474,Norristown,PA
Mzansi Ethical Research Centre,3085,,South Africa
N1 Research LLC,6130,Winter Park,FL
"Narrows Institute for Biomedical Research, Inc.",3508,Brooklyn,NY
NATIONAL CANCER INSTITUTE OF NAPLES,2851,NAPOLI,
National Cheng Kung University Hospital,3853,Tainan City,
National Health and Medical Research Council,3427,Canberra,ACT
National Health Research Institutes,3855,Miaoli County,
National Institutes of Health,3258,Bethesda,Maryland
National Ophthalmic Research Institute,5840,Fort Myers,FL
National Pain Insitute,5478,Winter Park,FL
"National Pirogov Memorial Medical University, Vinnytsia",5747,Vinnytsia,
National Research Institute,4411,Los Angeles,California
National Taiwan University,3856,Taipei City,
National Taiwan University Hospital,3449,Taipei City,
National Taiwan University Hospital Hsin-Chu Branch,3858,Hsinchu City,
National Transport hospital,3626,Sofia,sofia
National Yang-Ming University,4192,Taipei,
Nationwide Children's Hospital,4959,Columbus,OH
Nature Coast Clinical Research - Crystal River,5371,,
Nature Coast Clinical Research - Inverness,5372,,
NAVREF,3600,Washington,DC
NEA Baptist Clinic,2663,Jonesboro,AR
Nebraska Educational Biomedical Research Association,3545,Omaha,NE
"Neera Bhatia, MD, OB/GYN",5440,San Antonio,TX
Nefrologia e Dialisi - IRCCS Salvatore Maugeri - Pavia,3314,Rome,
Neighborhood Medical Center,3381,Dallas,Texas
"Neuro-Behavioral Clinical Research, Inc.",3016,North Canton,OH
Neuro-Care Clinic,4136,Siemianowice Slaskie,PL
NeuroDerm,5831,Alexandria,VA
"Neurological Physicians of Arizona, Inc. - Radiant Research",4318,,
Neurologiczny NZOZ Centrum Leczenia SM Ośrodek Badań Klinicznych im. dr n. med.,5717,,Plewiska
Neurology Associates of Arlington,3406,Mansfield,TX
Neurology Associates of Ormond Beach,3015,Ormond Beach,FL
neurology clinical trials lyell McEwin hospital,3645,elizabeth Vale,SA
Neurology Consultants of Dallas,3215,Dallas,TX
Neuro-Pain Medical Center,2483,Fresno,CA
NeuroProtect,3816,KOJETANY,
Neuropsychiatric Research Center of South West Florida,4156,Fort Myers,FL
Neuroscience Trials Australia,5848,Parkville,
Neuroscience Trials Australia,3434,Heidelberg,Victoria
"NeuroScience, Inc.",3348,Herndon,VA
Neurosearch,3027,Torrance,CA
"Neurostudies, Inc.",4431,Port Charlotte,Florida
Neurovations Research,5766,Napa,CA
New American Research LLC,6065,Miami,FL
New Generation of Medical Research,5665,Hialeah,FL
New Horizon Research Center,4457,Miami,Florida
NEW LONDON CANCER CENTER,2852,WEST HARTFORD,CT
"New Orleans Center for Clinical Research Louisiana, AMR",4331,New Orleans,Louisiana
New South Wales Health,4880,Randwick,New South Wales
New South Wales Health - Prince of Wales Hospital (Oncology trials unit),3113,Randwick,New South Wales
New York Cancer and Blood Specialists,5563,Port Jefferson Station,NY
NEW YORK PRESBYTERIAN HOSPITAL,2853,SHORT HILLS,NJ
Newtown Clinical Research,3484,Johannesburg,Gauteng
NEXT Oncology,4253,SAN ANTONIO,TX
NHS,5475,Manchester,
NHS Cambridgeshire and Peterborough CCG,3875,Cambridge,Cambridgeshire
NHS Salford Clinical Commissioning Group,3752,Salford,Greater Manchester
Niagara Cardiology Research Group,6126,St. Catharines,ON
NIH,2354,Bethsda,MD
NIHR Clinical Research Network - Alder Hey Children's NHS Trust,3783,Liverpool,.
NIHR Clinical Research Network - Minerva House,4097,London,.
NIHR Clinical Research Network - Queen St,4098,Leeds,.
NIHR Clinical Research Network West Midlands,4217,Birmingham,West Midlands
NIHR CRN Eastern,3786,Norwich,Norfolk
NIHR CRN Greater Manchester,3870,Manchester,Greater Manchester
NIHR CRN North East & North Cumbria,3964,Newcastle upon Tyne,Tyne and Wear
NIHR CRN North Thames,3967,London,London
NIHR CRN North West Coast,3960,Liverpool,UK
NIHR CRN South London,3771,London,South London
NIHR CRN South West Peninsula,4046,Knowledge Spa,Truro
NIHR CRN Thames Valley and South Midlands,4100,Oxford,.
NIHR CRN West Midlands,3792,Edgbaston,Birmingham
NIHR CRN West of England,4101,Bristol,.
"Nimblify, Inc.",3234,Madison,WI
Nini Hospital,3315,,
No Company Name,2990,,
NOCCR - AMR,5806,Knoxville,TN
"Nola Research Works, LLC",3880,New Orleans,LA
North Alabama Research Center,5590,Athens,AL
North East Georgia Research Center,3260,Gainesville,Georgia
North East London NHS Foundation Trust,4186,Ilford,Essex
North Florida Foundation for Research & Education,3522,Gainesville,FL
North Georgia Clinical Research,5622,Woodstock,GA
North Oaks Medical Center,5658,Hammond,LA
North Shore Hospital,5977,Takapuna,Auckland
NORTH SHORE HOSPITAL,2854,MIAMI,FL
North Shore University Hospital,3261,Manhasset,New York
North Staffordshire Combined Healthcare NHS Trust,4050,Stoke-on-Trent,Staffordshire
North Tees & Hartlepool NHS Foundation Trust,3180,Hardwick,Stockton-onTees
North West Anglia NHS Foundation Trust,4089,Peterborogh,Peterborough
Northampton General Hospital,3762,Northampton,Northamptonshire
NorthBay Clinical Research,6054,Santa Rosa,CA
"Northeast Clinical Research Center, LLC",3262,Bethlehem,PA
NORTHENDEN GROUP PRACTICE,4247,NORTHENDEN,Manchester
"Northern California Institute for Research and Education, Inc.",3560,San Francisco,CA
Northumbria Healthcare NHS FT,3753,North Shields,Northumberland
Northwell,5623,syosset,NY
Northwell Health,2787,Manhasset,NY
"Northwest Clinical Trials, Inc.",2496,Boise,Idaho
NorthWest EHealth,4107,Manchster,.
"Northwest Medical Specialties, PLLC",4116,Tacoma,WA
Northwestern Medicine Central DuPage Hospital,4499,Winfield,Illinois
Norton Cancer Institute Research Program,2961,Louisville,KY
Norwalk Hospital,4242,Danbury,CT
"Notes & Wires Orvostudományi, Kutató, Fejleszto és Szolgáltató Bt.",3954,Székesfehérvár,Fejér
Nottingham University Hospitals NHS Trust,3799,Nottingham,Nottinghamshire
Nova Health Management & Research Group - RxTrials,4438,Herndon,Virginia
Novartis Pharmaceuticals Corporation,3360,,
Novo Nordisk,3687,Plainsboro,New Jersey
NovoNordisk,5896,Bangalore,Karnataka
NRC Research Institute,3095,Orange,CA
NSW Health,5584,St Leonards,NSW
NTA,5091,,
NTH Clinical Research,3263,,
Nucleus Network (Centre for Clinical Studies),3221,Melbourne,Victoria
Nucleus Network Limited,3698,Melbourne,
Nuhr Medical Center Senftenberg,3316,brisbane,
Nuovida Research Center,6072,Miami,FL
Nuren Medical & Research Center,3927,Miami,FL
Nutrasource,3099,Guelph,Ontario
Nuvance Health Danbury,2573,Danbury,CT
Nvolve Sciences,5868,Potomac,USA
"NW FL Clinical Research Group, LLC",3384,Gulf Breeze,FL
NYS Center for Biotechnology,6015,Port Jefferson,NY
NYU Hudson Valley Cardiology,3045,Cortlandt Manor,New York
NZ Respiratory & Sleep Institute,3460,Auckland,Auckland
"NZOZ Novita,",4137,Lublin,PL
OAK STREET MEDICAL PRACTICE,3873,NORWICH,NORFOLK
OBAFEMI AWOLOWO UNIVERSITY,2855,"ILE-IFE, OSUN",
OBGI-Obstetrics & Gynecology of Indiana,3700,Carmel,IN
Obudai Egeszsegugyi Centrum,4013,Budapest,.
"Ocala Research Institute, Inc",3159,Ocala,FL
"Ocean Blue Medical Research Center, Inc",3479,Miami Springs,FL
Ocean State Research Institute,3551,Providence,RI
"Oceane7 Medical & Research Center, Inc.",6002,Miami,FL
"Ohio Clinical Trials, Inc",5871,Columbus,OH
Ohio University,5931,Athens,OH
Ohio University Clinical & Translational,5493,Athens,OH
OhioHealth Research Institute,5541,Columbus,OH
Okanagan Clinical Trials,2633,Kelowna,BC
Oklahoma City Clinic-Central - Radiant Research,4806,,
Oklahoma City Clinic-Edmond - Radiant Research,4807,,
Oklahoma City Clinic-Midwest City - Radiant Research,4808,,
OLABISI ONABANJO UNIVERSITY TEACHING HOSPITAL,2856,SAGAMU,
Oldfield Surgery,3789,Bath,Somerset
Olive Branch Family Medical Clinic,5952,Olive Branch,MS
Olympian Clinical Research,2559,Tampa,FL
Om Research LLC,5811,Lancaster,CA
Omega Medical Research,3688,Warwick,RI
OMEGA RESEARCH GROUP LLC,2638,DEBARY,FL
Omni Clinical Research Inc,5661,Houston,TX
Omni Fertility and Laser Institute,3019,Shreveport,LA
Oncology Clinical Trials- Lyell McEwin Hospital,4840,Elizabeth Vale,
Oncology Services Group,3902,South Brisbane,QLD
One Health Research Clinic Atlanta LLC.,4210,Norcross,GA
OnPoint - RxTrials Partner Site,4675,,
Ophthalmology Associates,3493,St. Louis,MO
"OPKO Health, Inc.",6061,Miami,FL
Optim Healthcare,2488,Savannah,GA
Optimal Clinical Trials,3119,Auckland,Auckland
Optimal Research,5486,Rockville,MD
Optimed Research,4468,Columbus,Ohio
"Optimum Clinical Research, Inc.",2487,Salt Lake City,UT
Optimus U,4224,Miami,Fl
Oracle,3232,Marborough,ME
Oral Health Research Institute,5905,Indianapolis,IN
Orange Grove Family Practice - Radiant Research,4320,Tucson,Arizona
"Oregon Center for Clinical Investigations, Inc.",3100,Salem,OR
Oregon Dermatology & Research Center,3264,Portland,Oregon
Oregon Medical Research Center,5886,Portland,OR
Orkan-Med,3818,KOJETANY,
Ormeau Clinical Trials,3689,Belfast,Northern Ireland
Ormond Beach Clinical Research,3724,Ormond Beach,FL
Országos Korányi Pulmonológiai Intézet,4033,Budapest,
"OrthoIllinois, Ltd",5682,Rockford,IL
Ortra Bt.,5582,Budapest,
OSLO UNIVERSITY HOSPITAL,2857,OSLO,
Over Surgery,4058,Cambridge,Cambridgeshire
Overlake Hospital Medical Center,2753,Bellevue,Washington
Overton Brooks Research Corporation,3564,Shreveport,LA
Oviedo Medical Research,3088,Oviedo,Florida
Oxford University Hospitals NHS Foundation Trust,3983,Oxford,Oxfordshire
P3 Research Ltd,3158,Wellington,Wellington
PAB CLINICAL RESEARCH,4372,BRANDON,Florida
Pacific Research Network,3905,San Diego,CA
Pacira,5526,Parsippany,NJ
PAIN CARE,3469,Stockbridge,Ga
Palm Beach Gardens Research Center,3897,Palm Beach Gardens,Florida
Palm Beach Research Center,2578,West Palm Beach,FL
"Palmetto Clinical Trial Services, LLC",3879,Fountain Inn,SC
Palmetto Clinincal Research,4158,Summerville,SC
"Palmetto Research Center, LLC",3713,Spartanburg,SC
Palo Alto Veterans Institute for Research,3546,Palo Alto,CA
PANNÓNIA MAGÁNORVOSI CENTRUM KFT,4004,Budapest,Budapest
Papworth Hospital NHS Foundation Trust,3874,Cambridge,Cambridgeshire
Paramount Research Network,5732,Shavano Park,TX
Paramount Research Solutions,2923,Atlanta,GA
Paratus Clincal Pty Ltd,3423,St Leonards,NSW
Paratus Clinical Pty Ltd,5086,KANWAL,New South Wales
PAREXEL International,3353,Boston,MA
Parkinson's Disease Treatment Center of Southwest Florida,3318,,
Parkside Clinical Research,5653,Greenville,SC
Parkview Research Center,3409,Fort Wayne,Indiana
PCR,5880,Cuautitlan Izcalli,Estado de Mexico
Peachtree Medical Research Group,6046,Atlanta,GA
"Pedia Research, LLC",4418,Owensboro,Kentucky
Pediatric & Adult Research Center,3950,Orlando,Florida
"Pediatric Partners, LLC - Radiant Research",4609,Fremont,Nebraska
Pediatric Practice Association,5779,Rio Grande City,TX
Peermed Clinical Research,5594,Kempton Park,
Peninsula Research Inc,3726,Ormond Beach,Florida
Pennine Acute Hospitals NHS Trust,3944,Oldham,Lancashire
"Pensacola Research Consultants, Inc.",4283,Pensacola,Florida
"PERIMETER INSTITUTE FOR CLINICAL RESEARCH, INC.",2930,ATLANTA,GA
Peter MacCallum Cancer Centre,4796,,
Peters Medical Research,2586,High Point,NC
Pfizer,3458,New York,
Pharma Guide,6132,Geza,
"PHARMA RESEARCH INTERNATIONAL, INC.",3590,NAPLES,FLORIDA
Pharmaceutical Research Organization,5810,Bountiful,UT
Pharmacology Research Institute (PRI),2489,Newport Beach,CA
"Pharmacorp Clinical Trials, Inc.",5808,Charleston,SC
Pharmacum Biomedical Research,2694,Williamston,South Carolina
pharmasci consulting,5749,Thornhill,ON
PharmaTex Research,3912,Amarillo,TX
Pharminisation,3704,Judgeford,Porirua
"PharmQuest, LLC",4466,Greensboro,North Carolina
Phase V Technologies,5752,Wellesley Hills,MA
Philadelphia Research and Education Foundation,3547,Philadelphia,PA
Philander Medical Associates - Radiant Research,4620,Las Vegas,Nevada
"Phillips Medical Services, PLLC",3463,Jackson,MS
Phoenix Children's Hospital,4965,Phoenix,Arizona
"Phoenix Clinical Research, LLC",2377,Tamarac,FL
Phoenix Medical Research,2689,Peoria,AZ
"Phoenix Medical Research, Inc.",3383,Prairie Village,KS
"Phoenix Medical Research, LLC.",4161,Miami,FL
Physica CR,5505,Sebastian,FL
Physician Research Collaboration,2490,Lincoln,NE
"Physicians Research Group, LLC",5701,Tempe,AZ
"PhysiqueMed Clinical Trials, LLC",5404,Greensboro,North Carolina
Piedmont Cancer Institute,5511,Atlanta,GA
"Piedmont Ear Nose and Throat Associates, PA",2765,Winston Salem,NC
Piedmont Respiratory Research Foundation,4938,Greensboro,North Carolina
PilotPay Inc.,5807,Missouri City,TX
"Pinnacle Research Group, LLC",2766,Anniston,AL
"Pinnacle Trials, Inc.",3396,Atlanta,GA
Plano Internal Medicine Associates - Radiant Research,4307,Plano,Texas
Platinum Research Network,6058,Saint Louis,MO
Plymouth Hospitals NHS Trust,3754,Plymouth,Devon
Plymouth University Peninsula Schools of Medicine and Dentistry,3756,Plymouth,Devon
"PnP Research, LLC",5771,Amarillo,TX
Podiatry 1st,3878,Belleville,IL
Policlinico Agostino Gemelli,4222,Rome,
Polo Trial,5674,Ribeirão Preto,Sao
Ponce Medical School Foundation Inc.,4212,Ponce,Puerto Rico
Pontchartrain Cancer Center,4111,Covington,LA
Port Macquarie Base Hospital,3123,Port Macquarie,NSW
"Portland VA Research Foundation, Inc.",3550,Portland,OR
Potomac Grove Clinical Research Center,4454,Gaithersburg,Maryland
Pound Hill Medical Research,4048,Crawley,West Sussex
PPA Research Group,5341,Johnson City,TN
PPD,2742,Great Abington,Cambridge
PPD Poland,5484,Teresin,Mazowieckie
PRA Health Sciences,3476,Ralieigh,NC
"Prairie Fields Family Medicine, PC - Radiant Research",4314,Fremont,Nebraska
Pratia,3821,Katowice,
PraxisKlinik Dr. med. Anita Rütter,3633,Münster,
PRC Clinical,5924,Burlingame,CA
PRCCI,5830,San Juan,PR
"Precision Clinical Research, Inc.",4045,Lauderdale Lakes,FL
Preferred Primary Care Physicians - Preferred Clinical Research,2491,Pittsburgh,PA
"Preferred Research Partners, Inc.",4225,Little Rock,Arkansas
Premier Clinical Research,2522,Spokane,WA
Premier Research,2646,Austin,TX
Premier Research Austin,4542,Austin,Texas
Premier Research Phoenix,4540,Phoenix,Arizona
Premier Vision Consultants - RxTrials Partner,4512,Flusing,New York
"Prevea Clinic, Inc.",2654,Green Bay,WI
